date,latitude,longitude,mag,depth,place
2018-09-12,42.63399999999999,142.0047,4.5,22.41,"32km E of Tomakomai, Japan"
2018-09-12,45.6083,150.0151,5.1,80.69,"171km ENE of Kuril'sk, Russia"
2018-09-11,30.4041,131.0237,4.8,35.0,"36km S of Nishinoomote, Japan"
2018-09-11,30.3898,131.0138,4.6,35.0,"38km S of Nishinoomote, Japan"
2018-09-11,41.2526,142.3943,4.9,45.26,"98km E of Mutsu, Japan"
2018-09-11,39.6445,132.1629,4.5,510.33,"282km ESE of Kilju, North Korea"
2018-09-11,30.4666,130.2796,4.6,35.0,"75km WSW of Nishinoomote, Japan"
2018-09-10,42.6802,141.9843,4.6,35.0,"31km E of Tomakomai, Japan"
2018-09-10,34.9969,140.2387,4.6,28.35,"16km SSW of Katsuura, Japan"
2018-09-09,42.785,141.9702,4.7,20.79,"26km E of Chitose, Japan"
2018-09-09,29.8659,142.2818,4.7,10.85,"Izu Islands, Japan region"
2018-09-08,30.5852,131.1662,4.6,35.0,"22km SE of Nishinoomote, Japan"
2018-09-08,29.7361,141.149,4.6,70.66,"Izu Islands, Japan region"
2018-09-07,42.7949,141.9855,4.6,39.67,"27km E of Chitose, Japan"
2018-09-07,42.7397,141.9312,4.7,42.72,"24km ESE of Chitose, Japan"
2018-09-06,42.7233,142.0853,4.5,35.0,"37km ESE of Chitose, Japan"
2018-09-05,42.7449,142.0828,4.5,41.48,"36km ESE of Chitose, Japan"
2018-09-05,42.6827,142.0003,5.3,29.28,"32km E of Tomakomai, Japan"
2018-09-05,42.681000000000004,142.0247,4.7,43.7,"34km E of Tomakomai, Japan"
2018-09-05,42.7136,141.9663,4.8,34.47,"28km ESE of Chitose, Japan"
2018-09-05,42.7504,142.1164,4.6,35.0,"38km ESE of Chitose, Japan"
2018-09-05,42.7676,141.9347,4.9,33.03,"23km ESE of Chitose, Japan"
2018-09-05,42.59,142.0468,5.2,35.0,"36km E of Tomakomai, Japan"
2018-09-05,42.6389,142.001,5.3,35.0,"32km E of Tomakomai, Japan"
2018-09-05,42.6861,141.9294,6.6,35.0,"27km ENE of Tomakomai, Japan"
2018-09-05,43.3596,146.2066,4.6,59.49,"51km E of Nemuro, Japan"
2018-09-04,36.4802,141.392,5.4,39.53,"65km ESE of Takahagi, Japan"
2018-09-02,34.5324,131.3736,4.5,21.28,"15km NNW of Hagi, Japan"
2018-09-02,29.1934,130.5179,4.5,10.0,"136km NE of Naze, Japan"
2018-09-01,29.4436,130.9673,4.7,35.65,"143km S of Nishinoomote, Japan"
2018-09-01,27.9555,139.9127,5.6,435.0,"247km WNW of Chichi-shima, Japan"
2018-09-01,36.0507,141.2251,4.5,20.92,"49km NE of Hasaki, Japan"
2018-08-31,36.9765,144.455,4.5,35.46,"Off the east coast of Honshu, Japan"
2018-08-31,43.8089,149.9329,4.5,10.0,"227km SE of Kuril'sk, Russia"
2018-08-30,40.9248,143.1512,4.5,38.72,"147km ENE of Hachinohe, Japan"
2018-08-30,25.5728,141.5749,4.5,38.37,"90km NNE of Iwo Jima, Japan"
2018-08-28,45.8152,150.4139,4.5,111.69,"207km ENE of Kuril'sk, Russia"
2018-08-28,45.9541,153.1568,4.6,35.0,East of the Kuril Islands
2018-08-28,44.0629,149.7441,4.6,10.0,"196km SE of Kuril'sk, Russia"
2018-08-27,49.972,153.925,4.7,23.16,"175km WSW of Severo-Kuril'sk, Russia"
2018-08-26,44.1905,149.4877,4.7,10.0,"172km SE of Kuril'sk, Russia"
2018-08-26,44.0472,149.6472,4.5,10.0,"192km SE of Kuril'sk, Russia"
2018-08-26,44.1767,149.6345,4.6,10.0,"181km SE of Kuril'sk, Russia"
2018-08-26,44.1254,149.7242,4.6,10.0,"190km SE of Kuril'sk, Russia"
2018-08-26,44.2437,149.5591,5.2,10.0,"172km SE of Kuril'sk, Russia"
2018-08-26,44.1046,149.66299999999998,4.6,10.0,"188km SE of Kuril'sk, Russia"
2018-08-25,44.228,149.6081,4.5,10.0,"176km SE of Kuril'sk, Russia"
2018-08-25,44.2579,149.609,4.7,10.0,"174km SE of Kuril'sk, Russia"
2018-08-24,24.3515,127.3092,4.7,31.92,"199km S of Itoman, Japan"
2018-08-24,40.558,142.0316,4.6,55.4,"45km E of Hachinohe, Japan"
2018-08-24,41.1252,142.6273,5.3,43.25,"117km NE of Hachinohe, Japan"
2018-08-24,37.7816,144.4766,4.5,35.0,"279km SE of Kamaishi, Japan"
2018-08-22,23.6691,144.0696,4.5,10.0,"Volcano Islands, Japan region"
2018-08-22,41.4025,142.5438,5.0,41.27,"104km S of Shizunai, Japan"
2018-08-22,32.7493,130.6459,4.5,10.0,"7km NNW of Uto, Japan"
2018-08-21,25.2181,141.9639,4.5,10.0,"79km NE of Iwo Jima, Japan"
2018-08-21,32.819,140.7641,4.6,59.12,"94km ESE of Hachijo-jima, Japan"
2018-08-20,35.9798,139.9525,4.5,55.15,"4km SW of Mitsukaido, Japan"
2018-08-20,23.5611,143.4975,4.6,10.0,"258km ESE of Iwo Jima, Japan"
2018-08-19,38.5316,141.1332,4.5,105.45,"0km S of Wakuya, Japan"
2018-08-19,25.5288,141.4702,4.8,10.0,"83km N of Iwo Jima, Japan"
2018-08-19,23.5491,145.0232,4.7,10.0,"Volcano Islands, Japan region"
2018-08-19,48.1469,153.7501,4.9,93.2,Kuril Islands
2018-08-19,23.6396,143.3625,4.7,10.0,"241km ESE of Iwo Jima, Japan"
2018-08-19,23.573,143.3636,5.2,10.0,"246km ESE of Iwo Jima, Japan"
2018-08-19,44.6762,144.2457,4.5,231.53,"72km N of Abashiri, Japan"
2018-08-18,44.7627,148.6014,4.6,70.34,"77km SE of Kuril'sk, Russia"
2018-08-17,23.5329,143.5053,4.6,10.0,"260km ESE of Iwo Jima, Japan"
2018-08-17,23.6965,143.4467,4.5,10.0,"246km ESE of Iwo Jima, Japan"
2018-08-17,23.5356,143.5884,4.6,10.0,"267km ESE of Iwo Jima, Japan"
2018-08-16,44.2389,149.4734,4.9,2.73,"167km SE of Kuril'sk, Russia"
2018-08-14,34.7762,137.4787,4.6,51.64,"8km E of Toyohashi, Japan"
2018-08-14,25.415,130.4679,4.7,10.0,"279km ESE of Haebaru, Japan"
2018-08-14,35.1535,140.5067,4.5,60.53,"15km SE of Ohara, Japan"
2018-08-13,43.9569,150.2647,4.8,10.0,"236km SE of Kuril'sk, Russia"
2018-08-13,43.3682,147.6014,4.6,35.0,"85km SE of Shikotan, Russia"
2018-08-13,30.5992,142.686,4.6,10.0,"Izu Islands, Japan region"
2018-08-13,25.7988,125.2304,5.1,107.61,"110km N of Hirara, Japan"
2018-08-12,48.2834,155.061,4.6,44.59,"277km SSW of Severo-Kuril'sk, Russia"
2018-08-12,41.9949,142.7105,4.5,69.01,"47km SE of Shizunai, Japan"
2018-08-11,35.2408,141.2326,4.6,18.81,"65km SSE of Hasaki, Japan"
2018-08-10,37.2213,141.1065,4.7,13.15,"27km NE of Iwaki, Japan"
2018-08-10,48.4593,154.939,6.0,27.0,"261km SSW of Severo-Kuril'sk, Russia"
2018-08-10,47.6279,153.0823,4.5,67.04,Kuril Islands
2018-08-09,43.1454,146.9994,5.0,36.34,"76km SSE of Shikotan, Russia"
2018-08-09,29.2356,142.5383,4.5,33.29,"240km N of Chichi-shima, Japan"
2018-08-09,44.2631,149.2977,4.5,45.63,"155km SE of Kuril'sk, Russia"
2018-08-08,44.3262,149.2742,4.9,30.59,"149km SE of Kuril'sk, Russia"
2018-08-08,44.1651,149.3799,4.9,22.0,"167km SE of Kuril'sk, Russia"
2018-08-08,37.2137,141.2632,4.7,9.43,"37km SE of Namie, Japan"
2018-08-08,44.2656,149.3738,4.8,41.83,"159km SE of Kuril'sk, Russia"
2018-08-08,44.622,149.2334,4.5,43.84,"126km ESE of Kuril'sk, Russia"
2018-08-08,44.2879,149.7362,4.6,10.0,"180km SE of Kuril'sk, Russia"
2018-08-07,37.8857,144.0549,5.5,14.47,"242km ESE of Ofunato, Japan"
2018-08-07,44.278,149.37,4.5,49.59,"158km SE of Kuril'sk, Russia"
2018-08-06,35.503,140.2869,4.6,59.45,"3km WSW of Oami, Japan"
2018-08-06,35.5093,141.1921,4.7,37.28,"40km SE of Hasaki, Japan"
2018-08-05,40.2263,143.4144,4.7,18.39,"141km ENE of Miyako, Japan"
2018-08-05,41.5086,141.9919,4.6,55.84,"69km ENE of Mutsu, Japan"
2018-08-03,30.3775,137.1884,4.6,494.33,"Izu Islands, Japan region"
2018-08-03,44.3454,149.1338,4.8,50.29,"139km SE of Kuril'sk, Russia"
2018-08-02,50.3103,156.4979,4.9,61.83,"48km SSE of Severo-Kuril'sk, Russia"
2018-08-02,46.4407,146.1234,4.5,327.74,"191km NW of Kuril'sk, Russia"
2018-07-31,44.5287,148.1877,4.5,97.03,"81km SSE of Kuril'sk, Russia"
2018-07-31,37.1788,141.0967,5.5,10.9,"23km NE of Iwaki, Japan"
2018-07-30,47.0404,154.4987,4.5,10.0,Kuril Islands
2018-07-30,47.6266,153.7053,4.7,35.0,Kuril Islands
2018-07-29,45.7269,151.4948,4.7,47.59,"287km ENE of Kuril'sk, Russia"
2018-07-29,45.7361,151.406,5.0,35.0,"280km ENE of Kuril'sk, Russia"
2018-07-29,49.6567,155.9638,4.7,54.47,"114km S of Severo-Kuril'sk, Russia"
2018-07-29,45.5105,151.6103,4.7,35.0,"293km E of Kuril'sk, Russia"
2018-07-29,36.9244,139.7469,4.5,10.0,"21km NW of Yaita, Japan"
2018-07-28,30.6506,141.752,4.9,22.15,"Izu Islands, Japan region"
2018-07-27,45.3744,148.0191,4.9,139.66,"18km NE of Kuril'sk, Russia"
2018-07-27,26.2655,128.847,4.6,16.11,"93km ESE of Nago, Japan"
2018-07-25,37.5147,141.2729,4.5,52.55,"24km E of Namie, Japan"
2018-07-25,46.6511,152.6648,4.6,35.0,Kuril Islands
2018-07-25,25.3772,130.4836,5.3,10.0,"282km ESE of Haebaru, Japan"
2018-07-24,25.930999999999997,128.5219,4.5,5.68,"79km SE of Haebaru, Japan"
2018-07-23,45.1211,148.1899,5.1,128.8,"27km ESE of Kuril'sk, Russia"
2018-07-23,27.1198,143.3544,4.8,10.0,"112km E of Chichi-shima, Japan"
2018-07-19,37.1264,141.1818,4.5,53.62,"27km ENE of Iwaki, Japan"
2018-07-18,35.7832,141.5061,4.6,37.04,"61km E of Hasaki, Japan"
2018-07-17,31.3888,128.1405,4.7,8.83,"158km SSW of Fukue, Japan"
2018-07-17,45.6859,151.754,4.6,35.0,Kuril Islands
2018-07-17,43.576,147.3487,4.5,35.0,"56km ESE of Shikotan, Russia"
2018-07-16,36.4826,140.781,4.5,52.58,"17km SE of Hitachi, Japan"
2018-07-16,36.4291,140.7671,4.9,45.06,"18km ESE of Funaishikawa, Japan"
2018-07-16,35.4722,141.1784,4.7,27.05,"42km SE of Hasaki, Japan"
2018-07-15,42.2875,143.0264,4.9,59.34,"54km E of Shizunai, Japan"
2018-07-13,24.0126,126.3499,4.6,10.0,"138km SE of Hirara, Japan"
2018-07-13,32.0106,129.0367,4.5,18.52,"77km SSE of Fukue, Japan"
2018-07-12,38.2054,142.2318,4.7,35.18,"84km ESE of Ishinomaki, Japan"
